"id","instructor_id","text","created_date","created_by","is_public","last_used","created_at","updated_at","rendered_text","problem_type","json","previous_version_id","bloom_category","obsolete","uid","access_level"
13,1,"","2016-03-11 06:07:51.216113",,TRUE,,"2016-03-11 06:07:51.217509","2017-08-25 07:44:31.29504","     <!-- Seed: 102680241141436854851497157005371814438 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point] Assuming you are using the ""deploy from master"" methodology in your team, which of the following is NOT a good practice for adding code for a new feature?      </p>     </div>     <ol class=""answers"">       <li>Fork, develop the feature on master of your own fork, and do a pull request</li>       <li>Fork, develop the feature on another branch of your own fork, and do a pull request</li>       <li>Create a branch on the main repo, develop on that branch, then merge the branch into master</li>       <li>Develop directly on master if the feature only affects one or two files</li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""Fork, develop the feature on master of your own fork, and do a pull request"",       ""correct"": false,       ""explanation"": ""Since deployment is from the main repo's master branch and not your fork, it's OK to pollute your master branch.""     },     {       ""answer_text"": ""Fork, develop the feature on another branch of your own fork, and do a pull request"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""Create a branch on the main repo, develop on that branch, then merge the branch into master"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""Develop directly on master if the feature only affects one or two files"",       ""correct"": true,       ""explanation"": ""Never develop directly on whichever branch is the 'clean' branch that is safe to deploy.  By assumption, in this question that would be the master branch.""     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Assuming you are using the \""deploy from master\"" methodology in your team, which of the following is NOT a good practice for adding code for a new feature?"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,,"8945d84c-db94-4316-ac5f-f4174e012e9c",2
14,1,"","2016-03-11 06:07:51.271404",,TRUE,,"2016-03-11 06:07:51.273603","2017-08-25 07:44:23.123216","     <!-- Seed: 102680241141436854851497157005371814438 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point] Please answer without asking a colleague or reviewing the lecture videos from this Tuesday: Which topic was NOT included in Armando's Computer History Minute this week?      </p>     </div>     <ol class=""answers"">       <li>Why your xterm window defaults to 80 columns</li>       <li>The first computer offered for sale to consumers</li>       <li>Mabel the swimming wonder monkey</li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""Why your xterm window defaults to 80 columns"",       ""correct"": true,       ""explanation"": null     },     {       ""answer_text"": ""The first computer offered for sale to consumers"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""Mabel the swimming wonder monkey"",       ""correct"": false,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Please answer without asking a colleague or reviewing the lecture videos from this Tuesday: Which topic was NOT included in Armando's Computer History Minute this week?"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,,"d7ea7bb4-e836-40ef-bee5-8b73843d4ef8",2
15,3,"","2016-03-11 08:19:54.364479",,TRUE,,"2016-03-11 08:19:54.377667","2017-08-25 07:44:30.179184","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question selectmultiple multiple"">     <div class=""text"">       <p> [1 point] Select ALL that apply: Around 2007, the claim ""Rails doesn\'t scale""  was attributed to       </p>       <p> Twitter engineers, and the fact that Twitter later moved       </p>       <p> away from Rails was cited by some as evidence that the claim was true.       </p>       <p> Which of the following statements (there may be more than one) describe Raffi       </p>       <p> Krikorian\'s (Twitter Director of Engineering) views on this subject?      </p>     </div>     <ol class=""answers"">       <li>Rails itself isn't the problem, but the original Ruby VM does have some performance problems that impede scaling for heavy server workloads.</li>       <li>Rails itself isn't the problem, but the development processes typically used around Rails don't scale well to large teams.</li>       <li>If you're building a startup and expect high volume, Raffi Krikorian would advise you to stay away from Ruby and Rails from the start.</li>       <li>If Twitter had been architected as a service-oriented architecture from the start, they might have stayed on Ruby/Rails somewhat longer than they did.</li>     </ol>   </li> </ol>   ","SelectMultiple","{   ""answers"": [     {       ""answer_text"": ""Rails itself isn't the problem, but the original Ruby VM does have some performance problems that impede scaling for heavy server workloads."",       ""correct"": true,       ""explanation"": null     },     {       ""answer_text"": ""Rails itself isn't the problem, but the development processes typically used around Rails don't scale well to large teams."",       ""correct"": true,       ""explanation"": null     },     {       ""answer_text"": ""If you're building a startup and expect high volume, Raffi Krikorian would advise you to stay away from Ruby and Rails from the start."",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""If Twitter had been architected as a service-oriented architecture from the start, they might have stayed on Ruby/Rails somewhat longer than they did."",       ""correct"": true,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Around 2007, the claim \""Rails doesn\\'t scale\""  was attributed to\nTwitter engineers, and the fact that Twitter later moved\naway from Rails was cited by some as evidence that the claim was true.\nWhich of the following statements (there may be more than one) describe Raffi\nKrikorian\\'s (Twitter Director of Engineering) views on this subject?"",   ""multiple"": true,   ""randomize"": false,   ""question_type"": ""SelectMultiple"" }",,,FALSE,"74f9515c-2400-4184-bc75-095cff5dd96a",2
16,3,"","2016-03-11 08:19:54.455297",,TRUE,,"2016-03-11 08:19:54.456726","2017-08-25 07:44:31.198805","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question selectmultiple multiple"">     <div class=""text"">       <p> [1 point] Select ALL that apply: Which statements comparing Plan-and-Document (P&D) with       </p>       <p>             Agile software engineering processes are true?      </p>     </div>     <ol class=""answers"">       <li>The basic types of activities involved in software             engineering are the same in P&amp;D and Agile methodologies</li>       <li>Because Agile tends to focus on small teams, it cannot                 be used effectively to build large systems.</li>       <li>The Waterfall methodology involves the customer much more heavily at             the beginning and end of the lifecycle, whereas the XP (extreme             programming) methodology involves the customer throughout             the lifecycle.</li>       <li>The Spiral methodology combines elements of the waterfall model             with intermediate prototypes.</li>     </ol>   </li> </ol>   ","SelectMultiple","{   ""answers"": [     {       ""answer_text"": ""The basic types of activities involved in software\n            engineering are the same in P&D and Agile methodologies"",       ""correct"": true,       ""explanation"": ""\n            True: requirements analysis, design, testing, development,\n            deployment/delivery, and maintenance are all part of both\n            P&D and Agile, but their interaction over the project\n            lifetime differs between P&D and Agile.\n            ""     },     {       ""answer_text"": ""Because Agile tends to focus on small teams, it cannot\n                be used effectively to build large systems."",       ""correct"": false,       ""explanation"": ""\n            False: many Agile-developed small services can be connected\n            together to form large services in a Service-Oriented Architecture.\n            For example, Amazon.com is architected this way.\n            ""     },     {       ""answer_text"": ""The Waterfall methodology involves the customer much more heavily at\n            the beginning and end of the lifecycle, whereas the XP (extreme\n            programming) methodology involves the customer throughout\n            the lifecycle."",       ""correct"": true,       ""explanation"": ""\n            True: a basic tenet of XP is getting frequent feedback from\n            the customer and using it to inform the next iteration of\n            work.\n            ""     },     {       ""answer_text"": ""The Spiral methodology combines elements of the waterfall model\n            with intermediate prototypes."",       ""correct"": true,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Which statements comparing Plan-and-Document (P&D) with\n            Agile software engineering processes are true?"",   ""multiple"": true,   ""randomize"": false,   ""question_type"": ""SelectMultiple"" }",,,,"e0299c5e-af0b-4ae3-a807-2b956afcc1e3",2
17,3,"","2016-03-11 08:19:54.490544",,TRUE,,"2016-03-11 08:19:54.492581","2017-08-25 07:44:33.111331","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point] In an HTML5 document, what would be the best way to apply the same text-styling rules to several pieces of text that are scattered over the page and are part of <i>different types</i> of HTML elements (&lt;p&gt;, &lt;span&gt;, etc.)?      </p>     </div>     <ol class=""answers"">       <li> Make sure all the elements to be styled have a common parent (ancestor) element      </li>       <li> Give all the elements to be styled the same ""id"" attribute value      </li>       <li> Give all the elements to be styled the same ""class"" attribute value      </li>       <li> Any of the above techniques would work      </li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""Make sure all the elements to be styled have a common parent (ancestor) element"",       ""correct"": false,       ""explanation"": ""Even when this is possible, it isn't enough to be able to selectively pick out just the elements you want.  Indeed, on a legal HTML 5 page, all the elements already have the common ancestor &lt;body&gt;.""     },     {       ""answer_text"": ""Give all the elements to be styled the same \""id\"" attribute value"",       ""correct"": false,       ""explanation"": ""The \""id\"" attribute value must be unique across all elements on a page.""     },     {       ""answer_text"": ""Give all the elements to be styled the same \""class\"" attribute value"",       ""correct"": true,       ""explanation"": ""Since the same class can be applied to many elements, even if they are of different element types, it provides an easy way to apply a set of CSS style rules to many elements at once.""     },     {       ""answer_text"": ""Any of the above techniques would work"",       ""correct"": false,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": true,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""In an HTML5 document, what would be the best way to apply the same text-styling rules to several pieces of text that are scattered over the page and are part of <i>different types</i> of HTML elements (&lt;p&gt;, &lt;span&gt;, etc.)?"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,FALSE,"accb7c3b-436e-48a4-b29c-7a46ab981f33",2
18,3,"","2016-03-11 08:19:54.523387",,TRUE,,"2016-03-11 08:19:54.525153","2017-08-25 07:44:30.711025","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point]         Consider the following Ruby class for a student with         instance variables for first and last name, and an incomplete method for         returning the student's full name: <pre> class Student   attr_accessor :first, :last   def full_name      ____________   end  end </pre>        Which of the following would be legal ways to fill in the blank        so that the <tt>full_name</tt> method returns a student's full        name (first followed by space followed by last)?  You can assume        first and last name are legal strings, and that '+' can be used to        concatenate strings.       </p>     </div>     <ol class=""answers"">       <li> <tt>@first + "" "" + @last</tt>      </li>       <li> <tt>self.first + "" "" + self.last</tt>      </li>       <li> <tt>Student.first + "" "" + Student.last</tt>      </li>       <li> <tt>""#{first} #{last}""</tt>      </li>       <li> <tt>self.@first + "" "" + self.@last</tt>      </li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""<tt>@first + \"" \"" + @last</tt>"",       ""correct"": true,       ""explanation"": ""<tt>@first</tt> and <tt>@last</tt> are instance\n        variables, so this statement works.""     },     {       ""answer_text"": ""<tt>self.first + \"" \"" + self.last</tt>"",       ""correct"": true,       ""explanation"": ""The <tt>first</tt> and <tt>last</tt> methods are\n            created by the call to <tt>attr_accessor</tt>.""     },     {       ""answer_text"": ""<tt>Student.first + \"" \"" + Student.last</tt>"",       ""correct"": false,       ""explanation"": ""This would be correct if <tt>first</tt> and <tt>last</tt>\n            were class (\""static\"") methods, but they are instance methods.""     },     {       ""answer_text"": ""<tt>\""#{first} #{last}\""</tt>"",       ""correct"": true,       ""explanation"": ""Here <tt>first</tt> and <tt>last</tt> are resolved\n            as method calls on <tt>self</tt>, though it's often clearer\n            to include <tt>self</tt> explicitly.""     },     {       ""answer_text"": ""<tt>self.@first + \"" \"" + self.@last</tt>"",       ""correct"": false,       ""explanation"": ""<tt>a.b</tt> always means \""Call method <tt>b</tt>\n            on receiver <tt>a</tt>\"", but <tt>@first</tt> cannot be a\n            legal Ruby method name.""     }   ],   ""points"": 1,   ""raw"": true,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""        Consider the following Ruby class for a student with\n        instance variables for first and last name, and an incomplete method for\n        returning the student's full name:\n<pre>\nclass Student\n  attr_accessor :first, :last\n  def full_name\n     ____________\n  end\n end\n</pre>\n       Which of the following would be legal ways to fill in the blank\n       so that the <tt>full_name</tt> method returns a student's full\n       name (first followed by space followed by last)?  You can assume\n       first and last name are legal strings, and that '+' can be used to\n       concatenate strings.\n"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,FALSE,"d6222178-7b47-46cd-b5ef-54d3ec532c15",2
19,3,"","2016-03-11 08:19:54.561181",,TRUE,,"2016-03-11 08:19:54.56332","2017-08-25 07:44:28.637035","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question selectmultiple multiple"">     <div class=""text"">       <p> [1 point] Select ALL that apply: Comparing plan-and-document vs. agile approaches to cost estimation, which statements are TRUE:      </p>     </div>     <ol class=""answers"">       <li>Both try to identify and estimate the impact of possible risks</li>       <li>Frequent iterations of the prototype are a risk-reduction tactic that is present in Agile but absent from P&amp;D methodologies</li>       <li>In both methodologies, nontechnical risks are more likely to jeopardize the schedule than technical risks.</li>       <li>Both must deal with customers asking for changes after schedule is in place and project starts</li>     </ol>   </li> </ol>   ","SelectMultiple","{   ""answers"": [     {       ""answer_text"": ""Both try to identify and estimate the impact of possible risks"",       ""correct"": true,       ""explanation"": ""Agile uses risk information to estimate the scope of a customer estimate, whereas P&D uses risk information up-front to adjust the schedule, but both methodologies take account of risk.""     },     {       ""answer_text"": ""Frequent iterations of the prototype are a risk-reduction tactic that is present in Agile but absent from P&D methodologies"",       ""correct"": false,       ""explanation"": ""Spiral and RUP incorporate frequent iteration as part of risk reduction.""     },     {       ""answer_text"": ""In both methodologies, nontechnical risks are more likely to jeopardize the schedule than technical risks."",       ""correct"": false,       ""explanation"": ""In both methodologies, neither technical or nontechnical risks are inherently more serious than the other; either type could potentially have a serious impact on the schedule.""     },     {       ""answer_text"": ""Both must deal with customers asking for changes after schedule is in place and project starts"",       ""correct"": true,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Comparing plan-and-document vs. agile approaches to cost estimation, which statements are TRUE:"",   ""multiple"": true,   ""randomize"": false,   ""question_type"": ""SelectMultiple"" }",,,,"11406d46-34d4-4423-83bb-5c2b1233495a",2
20,3,"","2016-03-11 08:19:54.588442",,TRUE,,"2016-03-11 08:19:54.590117","2017-08-25 07:44:30.771806","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point]         Consider the following Ruby code: <pre> class Student   attr_reader :first, :last   def initialize(first, last)     @first = first     @last = last     @full = first + ' ' + last  end end </pre>        Suppose from OUTSIDE the class we execute <tt>@student = Student.new('Armando','Fox')</tt>.        Which of the following expressions will return this student's full        name (first followed by space followed by last)?       </p>     </div>     <ol class=""answers"">       <li> <tt>@student.first + "" "" + @student.last</tt>      </li>       <li> <tt>@student.full</tt>      </li>       <li> <tt>@student.@full</tt>      </li>       <li> <tt>Student.first + "" "" + Student.last</tt>      </li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""<tt>@student.first + \"" \"" + @student.last</tt>"",       ""correct"": true,       ""explanation"": ""This works by using the accessors for first and last.""     },     {       ""answer_text"": ""<tt>@student.full</tt>"",       ""correct"": false,       ""explanation"": ""There is no accessor method defined for the <tt>@full</tt> instance variable.""     },     {       ""answer_text"": ""<tt>@student.@full</tt>"",       ""correct"": false,       ""explanation"": ""<tt>a.b</tt> always means call method b on object a, but <tt>@full</tt> is\n               not a legal method name.""     },     {       ""answer_text"": ""<tt>Student.first + \"" \"" + Student.last</tt>"",       ""correct"": false,       ""explanation"": ""This would be correct if <tt>first</tt> and <tt>last</tt>\n            were class (\""static\"") methods, but they are instance methods.""     }   ],   ""points"": 1,   ""raw"": true,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""        Consider the following Ruby code:\n<pre>\nclass Student\n  attr_reader :first, :last\n  def initialize(first, last)\n    @first = first\n    @last = last\n    @full = first + ' ' + last\n end\nend\n</pre>\n       Suppose from OUTSIDE the class we execute <tt>@student = Student.new('Armando','Fox')</tt>.\n       Which of the following expressions will return this student's full\n       name (first followed by space followed by last)?\n"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,,"cb46f803-6dbc-45af-b6d9-3f8e0481fa8f",2
21,3,"","2016-03-11 08:19:54.623475",,TRUE,,"2016-03-11 08:19:54.625075","2019-10-07 07:09:01.326203","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question selectmultiple multiple"">     <div class=""text"">       <p> [1 point] Select ALL that apply: Which statements are TRUE regarding Rails routes and the resources to which they refer?      </p>     </div>     <ol class=""answers"">       <li>In an MVC app, every valid route must eventually trigger a controller action.</li>       <li>One common set of RESTful resource actions are the CRUD actions on models.</li>       <li>A route always contains one or more wildcard parameters, such as "":id"", to identify the particular resource named in the operation.</li>     </ol>   </li> </ol>   ","SelectMultiple","{   ""answers"": [     {       ""answer_text"": ""In an MVC app, every valid route must eventually trigger a controller action."",       ""correct"": true,       ""explanation"": null     },     {       ""answer_text"": ""One common set of RESTful resource actions are the CRUD actions on models."",       ""correct"": true,       ""explanation"": null     },     {       ""answer_text"": ""A route always contains one or more wildcard parameters, such as \"":id\"", to identify the particular resource named in the operation."",       ""correct"": false,       ""explanation"": ""Some routes, such as those to list all resources of a given type or create a new resource of a given type, don't require any such identifier.""     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Which statements are TRUE regarding Rails routes and the resources to which they refer?"",   ""multiple"": true,   ""randomize"": false,   ""question_type"": ""SelectMultiple"" }",,,TRUE,"e8c1ea6e-701e-46d8-95cf-4b50231c0f58",2
22,3,"","2016-03-11 08:19:54.656353",,TRUE,,"2016-03-11 08:19:54.658266","2019-10-07 07:09:08.715299","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point] Which rendering system - Haml or Erb - uses indentation to indicate element nesting?      </p>     </div>     <ol class=""answers"">       <li>Haml</li>       <li>Erb</li>       <li>both</li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""Haml"",       ""correct"": true,       ""explanation"": null     },     {       ""answer_text"": ""Erb"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""both"",       ""correct"": false,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Which rendering system - Haml or Erb - uses indentation to indicate element nesting?"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,TRUE,"cebd1681-3620-4c02-b700-25db1f0212f8",2
23,3,"","2016-03-11 08:19:54.687057",,TRUE,,"2016-03-11 08:19:54.688355","2019-10-07 07:00:30.559746","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point] Which rendering system - Haml or Erb - allows not only Ruby variables but arbitrary Ruby code to be interpolated into a template?      </p>     </div>     <ol class=""answers"">       <li>Haml</li>       <li>Erb</li>       <li>both</li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""Haml"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""Erb"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""both"",       ""correct"": true,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Which rendering system - Haml or Erb - allows not only Ruby variables but arbitrary Ruby code to be interpolated into a template?"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,TRUE,"d63a517f-2aae-43e3-a065-6bba306684c2",2
24,3,"","2016-03-11 08:19:54.721694",,TRUE,,"2016-03-11 08:19:54.723457","2017-08-25 07:44:33.236948","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question selectmultiple multiple"">     <div class=""text"">       <p> [1 point] Select ALL that apply: Your customer explains that it's really important that some UI elements on her site's signup page use a fancy new animation called Swizzle.  Your developers learn that the effect is only available by using a new JavaScript library called jWiggle, and they are concerned about whether there may be compatibility problems between jWiggle and other JavaScript code in your app.  In terms of requirements, the use of jWiggle is:      </p>     </div>     <ol class=""answers"">       <li>a nonfunctional requirement</li>       <li>a functional requirement</li>       <li>an implicit requirement</li>       <li>an explicit requirement</li>     </ol>   </li> </ol>   ","SelectMultiple","{   ""answers"": [     {       ""answer_text"": ""a nonfunctional requirement"",       ""correct"": false,       ""explanation"": ""Nonfunctional requirements encompass areas such as reliability and security, but\n       this requirement is strictly about app behavior.""     },     {       ""answer_text"": ""a functional requirement"",       ""correct"": true,       ""explanation"": ""Correct, because functional requirements are about customer-specified app behavior.""     },     {       ""answer_text"": ""an implicit requirement"",       ""correct"": true,       ""explanation"": ""Correct, because it derives from the explicit requirement that the Swizzle animation be used""     },     {       ""answer_text"": ""an explicit requirement"",       ""correct"": false,       ""explanation"": ""The explicit requirement is that the Swizzle animation occur. The way in which this is accomplished entails implicit requirements, such as the use of a particular library.""     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Your customer explains that it's really important that some UI elements on her site's signup page use a fancy new animation called Swizzle.  Your developers learn that the effect is only available by using a new JavaScript library called jWiggle, and they are concerned about whether there may be compatibility problems between jWiggle and other JavaScript code in your app.  In terms of requirements, the use of jWiggle is:"",   ""multiple"": true,   ""randomize"": false,   ""question_type"": ""SelectMultiple"" }",,,,"e766c22a-45c5-414f-9c72-9bbd01c2ce14",2
25,3,"","2016-03-11 08:19:54.761646",,TRUE,,"2016-03-11 08:19:54.763399","2017-08-25 07:44:30.996101","     <!-- Seed: 314865266998825302215769624595004876956 --> <ol class=""questions"">   <li id=""question-0"" class=""question multiplechoice "">     <div class=""text"">       <p> [1 point] Which statement best reflects how Agile Scrum-based teams would prioritize and deliver User Stories?      </p>     </div>     <ol class=""answers"">       <li>The Product Owner sets the number of points each story is worth</li>       <li>The Project Manager sets the number of points each story is worth</li>       <li>Anyone can work on a story and mark it Finished, but only the Product Owner can officially Deliver it to the customer</li>       <li>Anyone can mark a story Delivered, but only the Product Owner can mark it as Accepted or Rejected</li>     </ol>   </li> </ol>   ","MultipleChoice","{   ""answers"": [     {       ""answer_text"": ""The Product Owner sets the number of points each story is worth"",       ""correct"": false,       ""explanation"": ""The team typically votes or comes to group consensus on point values for stories.""     },     {       ""answer_text"": ""The Project Manager sets the number of points each story is worth"",       ""correct"": false,       ""explanation"": ""The team typically votes or comes to group consensus on point values for stories.""     },     {       ""answer_text"": ""Anyone can work on a story and mark it Finished, but only the Product Owner can officially Deliver it to the customer"",       ""correct"": false,       ""explanation"": null     },     {       ""answer_text"": ""Anyone can mark a story Delivered, but only the Product Owner can mark it as Accepted or Rejected"",       ""correct"": true,       ""explanation"": null     }   ],   ""points"": 1,   ""raw"": null,   ""name"": null,   ""question_tags"": [    ],   ""question_comment"": """",   ""question_text"": ""Which statement best reflects how Agile Scrum-based teams would prioritize and deliver User Stories?"",   ""multiple"": false,   ""randomize"": false,   ""question_type"": ""MultipleChoice"" }",,,,"51794ec2-fb3a-4af3-9565-95e43349515d",2
